PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
13.8,7.2,28.18,-93.37,2,17702410610000,5874.0
14.7,10.6,28.18,-93.37,2,17702410610000,5878.0
13.2,3.1,28.18,-93.37,2,17702410610000,5886.0
21.3,43.8,28.18,-93.37,3,17702410610000,5890.0
15.0,8.6,28.18,-93.37,2,17702410610000,5898.0
12.4,3.7,28.18,-93.37,2,17702410610000,6597.0
12.5,2.2,28.18,-93.37,2,17702410610000,6603.0
12.8,4.6,28.18,-93.37,2,17702410610000,6605.0
11.6,0.8,28.18,-93.37,2,17702410610000,6610.0
28.8,470.0,28.18,-93.37,1,17702410610000,6614.0
30.2,690.0,28.18,-93.37,1,17702410610000,6615.0
30.4,780.0,28.18,-93.37,1,17702410610000,6618.0
31.0,545.0,28.18,-93.37,1,17702410610000,6619.0
29.3,475.0,28.18,-93.37,1,17702410610000,6620.0
27.7,260.0,28.18,-93.37,1,17702410610000,6621.0
32.3,915.0,28.18,-93.37,1,17702410610000,6623.0
27.2,285.0,28.18,-93.37,1,17702410610000,6624.0
30.6,560.0,28.18,-93.37,1,17702410610000,6625.0
33.6,1325.0,28.18,-93.37,1,17702410610000,6627.0
30.9,705.0,28.18,-93.37,1,17702410610000,6628.0
27.8,210.0,28.18,-93.37,1,17702410610000,6629.0
14.3,3.1,28.18,-93.37,2,17702410610000,6630.0
16.7,13.4,28.18,-93.37,2,17702410610000,6634.0
17.5,19.8,28.18,-93.37,3,17702410610000,6636.0
15.2,6.5,28.18,-93.37,2,17702410610000,6640.0
16.6,5.8,28.18,-93.37,2,17702410610000,6646.0
18.8,25.3,28.18,-93.37,3,17702410610000,6650.0
21.2,48.6,28.18,-93.37,3,17702410610000,6652.0
13.7,2.2,28.18,-93.37,2,17702410610000,6656.0
15.5,10.9,28.18,-93.37,2,17702410610000,6657.0
25.7,110.0,28.18,-93.37,1,17702410610000,6661.0
26.9,120.0,28.18,-93.37,1,17702410610000,6662.0
28.2,230.0,28.18,-93.37,1,17702410610000,6663.0
31.6,690.0,28.18,-93.37,1,17702410610000,6666.0
22.1,55.4,28.18,-93.37,3,17702410610000,6669.0
