PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
22.4,8.2,28.76,-93.43,2,17701402360000,2049.0
24.3,14.0,28.76,-93.43,3,17701402360000,2092.0
31.3,2980.0,28.76,-93.43,1,17701402360000,2137.0
29.7,2250.0,28.76,-93.43,1,17701402360000,2139.0
32.1,1960.0,28.76,-93.43,1,17701402360000,2143.0
24.6,23.0,28.76,-93.43,3,17701402360000,2313.0
21.5,7.9,28.76,-93.43,2,17701402360000,2323.0
31.8,760.0,28.76,-93.43,1,17701402360000,2355.0
33.5,4810.0,28.76,-93.43,1,17701402360000,2357.0
30.6,550.0,28.76,-93.43,1,17701402360000,2359.0
22.4,6.0,28.76,-93.43,2,17701402360000,2418.0
20.3,9.1,28.76,-93.43,2,17701402360000,2420.0
19.8,2.6,28.76,-93.43,2,17701402360000,2433.0
21.0,8.8,28.76,-93.43,2,17701402360000,2440.0
26.9,77.0,28.76,-93.43,3,17701402360000,2451.0
22.8,23.0,28.76,-93.43,3,17701402360000,2452.0
31.8,5800.0,28.76,-93.43,1,17701402360000,2463.0
32.2,4190.0,28.76,-93.43,1,17701402360000,2467.0
25.2,120.0,28.76,-93.43,3,17701402360000,2736.0
24.3,28.0,28.76,-93.43,3,17701402360000,2738.0
20.7,5.4,28.76,-93.43,2,17701402360000,2740.0
20.8,2.7,28.76,-93.43,2,17701402360000,2743.0
20.5,8.2,28.76,-93.43,2,17701402360000,2745.0
21.0,30.0,28.76,-93.43,3,17701402360000,2755.0
33.0,5400.0,28.76,-93.43,1,17701402360000,2759.0
30.4,5350.0,28.76,-93.43,1,17701402360000,2761.0
33.3,4820.0,28.76,-93.43,1,17701402360000,2763.0
32.8,4700.0,28.76,-93.43,1,17701402360000,2765.0
31.9,5220.0,28.76,-93.43,1,17701402360000,2767.0
33.1,3950.0,28.76,-93.43,1,17701402360000,2769.0
21.7,7.1,28.76,-93.43,2,17701402360000,2952.0
22.4,25.0,28.76,-93.43,3,17701402360000,2953.0
21.5,31.0,28.76,-93.43,3,17701402360000,2968.0
18.4,2.6,28.76,-93.43,2,17701402360000,2970.0
18.4,1.9,28.76,-93.43,2,17701402360000,2985.0
18.9,1.6,28.76,-93.43,2,17701402360000,2986.0
20.4,4.4,28.76,-93.43,2,17701402360000,3237.0
32.2,560.0,28.76,-93.43,1,17701402360000,3293.0
33.7,2930.0,28.76,-93.43,1,17701402360000,3297.0
29.4,1480.0,28.76,-93.43,1,17701402360000,3305.0
21.2,8.2,28.76,-93.43,2,17701402360000,3310.0
19.7,5.6,28.76,-93.43,2,17701402360000,3312.0
18.6,1.5,28.76,-93.43,2,17701402360000,3315.0
