PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
21.3,80.0,27.9,-96.1,2,42703403080000,3465.0
25.2,135.0,27.9,-96.1,2,42703403080000,3773.0
23.0,50.0,27.9,-96.1,2,42703403080000,3777.0
27.5,368.0,27.9,-96.1,2,42703403080000,4018.0
24.9,235.0,27.9,-96.1,2,42703403080000,4020.0
23.3,187.0,27.9,-96.1,2,42703403080000,4022.0
22.3,82.0,27.9,-96.1,2,42703403080000,4024.0
23.7,205.0,27.9,-96.1,2,42703403080000,4026.0
20.7,15.0,27.9,-96.1,1,42703403080000,4062.0
17.7,2.3,27.9,-96.1,1,42703403080000,4067.0
22.6,21.0,27.9,-96.1,2,42703403080000,4075.0
27.8,234.0,27.9,-96.1,2,42703403080000,4097.0
24.4,201.0,27.9,-96.1,2,42703403080000,4621.0
25.3,76.0,27.9,-96.1,2,42703403080000,4695.0
23.6,97.0,27.9,-96.1,2,42703403080000,4781.0
24.3,160.0,27.9,-96.1,2,42703403080000,5108.0
13.9,0.1,27.9,-96.1,3,42703403080000,5235.0
16.8,2.3,27.9,-96.1,1,42703403080000,5237.0
16.2,1.7,27.9,-96.1,1,42703403080000,5239.0
14.0,0.3,27.9,-96.1,3,42703403080000,5241.0
18.3,3.9,27.9,-96.1,1,42703403080000,5245.0
17.4,3.9,27.9,-96.1,1,42703403080000,5248.0
17.4,1.1,27.9,-96.1,1,42703403080000,5249.0
16.3,0.3,27.9,-96.1,1,42703403080000,5251.0
16.4,2.0,27.9,-96.1,1,42703403080000,5253.0
16.5,0.9,27.9,-96.1,1,42703403080000,5257.0
18.2,1.4,27.9,-96.1,1,42703403080000,5261.0
16.6,0.8,27.9,-96.1,1,42703403080000,5267.0
18.3,3.0,27.9,-96.1,1,42703403080000,5269.0
13.6,0.2,27.9,-96.1,3,42703403080000,5273.0
16.9,0.9,27.9,-96.1,1,42703403080000,5275.0
16.5,0.8,27.9,-96.1,1,42703403080000,5277.0
19.6,4.3,27.9,-96.1,1,42703403080000,5323.0
19.5,12.0,27.9,-96.1,1,42703403080000,5325.0
21.9,58.0,27.9,-96.1,2,42703403080000,5327.0
20.2,14.0,27.9,-96.1,1,42703403080000,5329.0
21.0,31.0,27.9,-96.1,2,42703403080000,5616.0
