PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
22.2,21.0,28.09,-96.29,3,42703403700000,7085.0
23.9,27.0,28.09,-96.29,3,42703403700000,7085.0
19.8,4.7,28.09,-96.29,2,42703403700000,7085.0
25.8,32.0,28.09,-96.29,3,42703403700000,7085.0
21.3,20.0,28.09,-96.29,3,42703403700000,7090.0
21.1,14.0,28.09,-96.29,2,42703403700000,7095.0
26.7,70.0,28.09,-96.29,1,42703403700000,7102.0
21.3,23.0,28.09,-96.29,3,42703403700000,7102.0
18.7,2.6,28.09,-96.29,2,42703403700000,8308.0
28.2,220.0,28.09,-96.29,1,42703403700000,8312.0
16.4,1.4,28.09,-96.29,2,42703403700000,8314.0
25.7,66.0,28.09,-96.29,1,42703403700000,8316.0
25.5,41.0,28.09,-96.29,3,42703403700000,8375.0
25.4,37.0,28.09,-96.29,3,42703403700000,8392.0
24.7,33.0,28.09,-96.29,3,42703403700000,8394.0
22.7,26.0,28.09,-96.29,3,42703403700000,8398.0
25.7,35.0,28.09,-96.29,3,42703403700000,8405.0
25.2,40.0,28.09,-96.29,3,42703403700000,8411.0
21.1,8.8,28.09,-96.29,2,42703403700000,8490.0
21.7,18.0,28.09,-96.29,2,42703403700000,8496.0
26.1,52.0,28.09,-96.29,1,42703403700000,8517.0
23.2,20.0,28.09,-96.29,3,42703403700000,8534.0
24.8,28.0,28.09,-96.29,3,42703403700000,8539.0
19.8,6.4,28.09,-96.29,2,42703403700000,8582.0
19.9,7.9,28.09,-96.29,2,42703403700000,8756.0
21.7,22.0,28.09,-96.29,3,42703403700000,8768.0
23.1,40.0,28.09,-96.29,3,42703403700000,8810.0
25.7,150.0,28.09,-96.29,1,42703403700000,8828.0
23.3,26.0,28.09,-96.29,3,42703403700000,8854.0
20.8,14.0,28.09,-96.29,2,42703403700000,8895.0
21.2,8.9,28.09,-96.29,2,42703403700000,8907.0
19.6,4.5,28.09,-96.29,2,42703403700000,8917.0
22.4,50.0,28.09,-96.29,3,42703403700000,8919.0
26.5,160.0,28.09,-96.29,1,42703403700000,8928.0
18.8,7.4,28.09,-96.29,2,42703403700000,8938.0
18.2,5.0,28.09,-96.29,2,42703403700000,8944.0
25.7,110.0,28.09,-96.29,1,42703403700000,8948.0
21.0,9.1,28.09,-96.29,2,42703403700000,9056.0
25.5,100.0,28.09,-96.29,1,42703403700000,9059.0
18.1,6.6,28.09,-96.29,2,42703403700000,9072.0
25.6,44.0,28.09,-96.29,3,42703403700000,9074.0
24.6,125.0,28.09,-96.29,1,42703403700000,9076.0
24.3,21.0,28.09,-96.29,3,42703403700000,9081.0
24.4,33.0,28.09,-96.29,3,42703403700000,9187.0
21.6,8.9,28.09,-96.29,2,42703403700000,9190.0
18.1,3.5,28.09,-96.29,2,42703403700000,9202.0
24.0,36.0,28.09,-96.29,3,42703403700000,9210.0
23.6,30.0,28.09,-96.29,3,42703403700000,9215.0
23.2,34.0,28.09,-96.29,3,42703403700000,9220.0
24.8,22.0,28.09,-96.29,3,42703403700000,9226.0
23.6,25.0,28.09,-96.29,3,42703403700000,9298.0
25.7,51.0,28.09,-96.29,1,42703403700000,9400.0
23.6,48.0,28.09,-96.29,3,42703403700000,9401.0
23.1,39.0,28.09,-96.29,3,42703403700000,9402.5
23.2,33.0,28.09,-96.29,3,42703403700000,9404.0
23.4,31.0,28.09,-96.29,3,42703403700000,9409.0
25.4,42.0,28.09,-96.29,3,42703403700000,9426.0
25.2,58.0,28.09,-96.29,1,42703403700000,9448.0
23.3,21.0,28.09,-96.29,3,42703403700000,9458.0
23.5,19.0,28.09,-96.29,3,42703403700000,9458.0
24.0,22.0,28.09,-96.29,3,42703403700000,9458.0
23.2,25.0,28.09,-96.29,3,42703403700000,9458.0
23.2,30.0,28.09,-96.29,3,42703403700000,9466.0
23.0,24.0,28.09,-96.29,3,42703403700000,9466.0
23.9,34.0,28.09,-96.29,3,42703403700000,9466.0
23.9,29.0,28.09,-96.29,3,42703403700000,9466.0
24.5,42.0,28.09,-96.29,3,42703403700000,9476.0
17.8,2.6,28.09,-96.29,2,42703403700000,9480.0
19.5,5.1,28.09,-96.29,2,42703403700000,9496.0
19.7,7.9,28.09,-96.29,2,42703403700000,9503.0
18.7,6.2,28.09,-96.29,2,42703403700000,9514.0
20.2,8.5,28.09,-96.29,2,42703403700000,9522.0
22.2,23.0,28.09,-96.29,3,42703403700000,9528.0
21.6,18.0,28.09,-96.29,2,42703403700000,9528.0
22.4,40.0,28.09,-96.29,3,42703403700000,9728.0
23.9,38.0,28.09,-96.29,3,42703403700000,9728.0
24.0,53.0,28.09,-96.29,3,42703403700000,9732.0
22.6,48.0,28.09,-96.29,3,42703403700000,9735.0
18.1,6.9,28.09,-96.29,2,42703403700000,9773.0
23.8,60.0,28.09,-96.29,3,42703403700000,9780.0
22.6,17.0,28.09,-96.29,3,42703403700000,9782.0
23.0,31.0,28.09,-96.29,3,42703403700000,9784.0
18.1,6.3,28.09,-96.29,2,42703403700000,9797.0
20.0,8.9,28.09,-96.29,2,42703403700000,9802.0
18.0,5.2,28.09,-96.29,2,42703403700000,9802.0
21.7,15.0,28.09,-96.29,2,42703403700000,9802.0
19.8,8.6,28.09,-96.29,2,42703403700000,9842.0
