PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
18.6,5.2,28.05,-96.19,1,42703401140000,7099.0
18.1,3.4,28.05,-96.19,1,42703401140000,7106.0
17.8,1.4,28.05,-96.19,1,42703401140000,7139.0
17.4,1.0,28.05,-96.19,1,42703401140000,7152.0
19.3,3.2,28.05,-96.19,2,42703401140000,7166.0
22.3,8.9,28.05,-96.19,2,42703401140000,7259.0
25.9,12.0,28.05,-96.19,2,42703401140000,7267.0
17.8,2.1,28.05,-96.19,1,42703401140000,7274.0
20.1,9.5,28.05,-96.19,2,42703401140000,7280.0
19.7,6.7,28.05,-96.19,2,42703401140000,7284.0
24.2,24.0,28.05,-96.19,2,42703401140000,7288.0
17.0,0.8,28.05,-96.19,1,42703401140000,7341.0
18.6,4.4,28.05,-96.19,1,42703401140000,7345.0
16.6,0.2,28.05,-96.19,1,42703401140000,7360.0
17.9,1.1,28.05,-96.19,1,42703401140000,7393.0
18.1,0.9,28.05,-96.19,1,42703401140000,7774.0
19.1,2.8,28.05,-96.19,2,42703401140000,7777.0
16.2,0.1,28.05,-96.19,3,42703401140000,7860.0
16.7,0.1,28.05,-96.19,3,42703401140000,7864.0
19.0,2.5,28.05,-96.19,2,42703401140000,7868.0
18.8,5.0,28.05,-96.19,2,42703401140000,7876.0
16.4,0.1,28.05,-96.19,3,42703401140000,7883.0
17.6,1.9,28.05,-96.19,1,42703401140000,7888.0
16.7,0.4,28.05,-96.19,1,42703401140000,8166.0
15.2,0.1,28.05,-96.19,3,42703401140000,8169.0
17.3,6.2,28.05,-96.19,2,42703401140000,8178.0
26.7,135.0,28.05,-96.19,2,42703401140000,8245.0
19.1,8.4,28.05,-96.19,2,42703401140000,8264.0
18.9,9.1,28.05,-96.19,2,42703401140000,8268.0
24.1,25.0,28.05,-96.19,2,42703401140000,8278.0
17.5,7.5,28.05,-96.19,2,42703401140000,9868.0
24.7,12.0,28.05,-96.19,2,42703401140000,9976.0
18.8,4.2,28.05,-96.19,2,42703401140000,10719.0
23.9,10.0,28.05,-96.19,2,42703401140000,10721.0
23.2,12.0,28.05,-96.19,2,42703401140000,11064.0
17.5,0.1,28.05,-96.19,3,42703401140000,11071.0
17.2,1.2,28.05,-96.19,1,42703401140000,11495.0
22.6,13.0,28.05,-96.19,2,42703401140000,11496.0
18.4,3.4,28.05,-96.19,1,42703401140000,11497.0
21.4,9.4,28.05,-96.19,2,42703401140000,11499.0
17.6,2.4,28.05,-96.19,1,42703401140000,11501.0
18.0,1.9,28.05,-96.19,1,42703401140000,11503.0
17.2,1.2,28.05,-96.19,1,42703401140000,11515.0
18.3,6.0,28.05,-96.19,2,42703401140000,11516.0
17.8,2.6,28.05,-96.19,1,42703401140000,11523.0
16.9,0.8,28.05,-96.19,1,42703401140000,11524.0
23.0,16.0,28.05,-96.19,2,42703401140000,11525.0
13.0,0.1,28.05,-96.19,3,42703401140000,11526.0
15.0,0.1,28.05,-96.19,3,42703401140000,11535.0
15.3,0.1,28.05,-96.19,3,42703401140000,11537.0
20.2,7.2,28.05,-96.19,2,42703401140000,11539.0
21.9,8.5,28.05,-96.19,2,42703401140000,11542.0
19.2,4.9,28.05,-96.19,2,42703401140000,11543.0
16.8,0.5,28.05,-96.19,1,42703401140000,11545.0
22.4,12.0,28.05,-96.19,2,42703401140000,11547.0
21.2,10.0,28.05,-96.19,2,42703401140000,11549.0
17.7,2.2,28.05,-96.19,1,42703401140000,11551.0
19.5,7.6,28.05,-96.19,2,42703401140000,11553.0
17.0,0.6,28.05,-96.19,1,42703401140000,11565.0
20.5,4.2,28.05,-96.19,2,42703401140000,12611.0
22.8,23.0,28.05,-96.19,2,42703401140000,13652.0
13.9,3.8,28.05,-96.19,2,42703401140000,13655.0
16.2,1.4,28.05,-96.19,2,42703401140000,13666.0
22.6,8.7,28.05,-96.19,2,42703401140000,13674.0
20.6,5.6,28.05,-96.19,2,42703401140000,13677.0
19.8,4.0,28.05,-96.19,2,42703401140000,13964.0
20.3,5.7,28.05,-96.19,2,42703401140000,13976.0
20.9,11.0,28.05,-96.19,2,42703401140000,13984.0
20.3,7.9,28.05,-96.19,2,42703401140000,13989.0
23.6,17.0,28.05,-96.19,2,42703401140000,13994.0
21.1,10.0,28.05,-96.19,2,42703401140000,14000.0
