PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
24.0,61.2,28.86,-94.77,3,42706403150000,7103.5
29.8,370.0,28.86,-94.77,1,42706403150000,7119.0
30.2,315.0,28.86,-94.77,1,42706403150000,7206.0
30.8,410.0,28.86,-94.77,1,42706403150000,7508.0
28.7,230.0,28.86,-94.77,1,42706403150000,7521.0
29.3,180.0,28.86,-94.77,1,42706403150000,7684.0
22.5,79.6,28.86,-94.77,2,42706403150000,7685.0
11.4,1.2,28.86,-94.77,2,42706403150000,7686.0
10.1,0.8,28.86,-94.77,2,42706403150000,7717.0
11.6,2.3,28.86,-94.77,2,42706403150000,7718.0
21.5,38.6,28.86,-94.77,3,42706403150000,7719.0
18.8,22.4,28.86,-94.77,2,42706403150000,7720.0
20.5,41.2,28.86,-94.77,3,42706403150000,7721.0
16.1,8.6,28.86,-94.77,2,42706403150000,7722.0
15.8,9.2,28.86,-94.77,2,42706403150000,7723.0
24.0,56.4,28.86,-94.77,3,42706403150000,7724.0
30.5,270.0,28.86,-94.77,1,42706403150000,7725.0
18.7,33.6,28.86,-94.77,3,42706403150000,7726.0
29.2,225.0,28.86,-94.77,1,42706403150000,7727.0
29.8,310.0,28.86,-94.77,1,42706403150000,7728.0
16.6,10.5,28.86,-94.77,2,42706403150000,7729.0
17.2,15.8,28.86,-94.77,2,42706403150000,7730.0
30.3,340.0,28.86,-94.77,1,42706403150000,7731.0
31.0,290.0,28.86,-94.77,1,42706403150000,7732.0
16.4,9.7,28.86,-94.77,2,42706403150000,7733.0
31.2,490.0,28.86,-94.77,1,42706403150000,7734.0
28.4,78.8,28.86,-94.77,1,42706403150000,7746.0
18.2,25.3,28.86,-94.77,2,42706403150000,7751.0
14.2,3.2,28.86,-94.77,2,42706403150000,7772.0
13.8,2.9,28.86,-94.77,2,42706403150000,7773.0
16.3,6.8,28.86,-94.77,2,42706403150000,7774.0
15.7,9.8,28.86,-94.77,2,42706403150000,7775.0
14.9,6.7,28.86,-94.77,2,42706403150000,7776.0
17.7,5.4,28.86,-94.77,2,42706403150000,7785.0
