PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
26.9,12.0,29.4,-93.25,2,17700400060000,10204.0
27.1,40.0,29.4,-93.25,1,17700400060000,10207.0
30.2,75.0,29.4,-93.25,1,17700400060000,10216.0
29.3,120.0,29.4,-93.25,1,17700400060000,10218.0
26.8,80.0,29.4,-93.25,1,17700400060000,10232.0
28.4,490.0,29.4,-93.25,1,17700400060000,10234.0
27.1,45.0,29.4,-93.25,1,17700400060000,10603.0
26.2,20.0,29.4,-93.25,2,17700400060000,10608.0
27.0,38.0,29.4,-93.25,1,17700400060000,10611.0
27.8,110.0,29.4,-93.25,1,17700400060000,10626.0
26.4,95.0,29.4,-93.25,1,17700400060000,10634.0
26.0,13.0,29.4,-93.25,2,17700400060000,10958.0
26.3,12.0,29.4,-93.25,2,17700400060000,11005.0
27.3,790.0,29.4,-93.25,1,17700400060000,11024.0
26.6,14.0,29.4,-93.25,2,17700400060000,11198.0
26.7,115.0,29.4,-93.25,1,17700400060000,11254.0
27.6,370.0,29.4,-93.25,1,17700400060000,11256.0
27.8,225.0,29.4,-93.25,1,17700400060000,11258.0
24.1,15.0,29.4,-93.25,3,17700400060000,11262.0
30.6,1050.0,29.4,-93.25,1,17700400060000,11272.0
28.2,140.0,29.4,-93.25,1,17700400060000,11274.0
23.8,12.0,29.4,-93.25,3,17700400060000,11287.0
29.5,625.0,29.4,-93.25,1,17700400060000,11294.0
26.4,8.5,29.4,-93.25,2,17700400060000,11531.0
27.3,130.0,29.4,-93.25,1,17700400060000,11642.0
26.1,45.0,29.4,-93.25,1,17700400060000,11646.0
25.8,95.0,29.4,-93.25,1,17700400060000,11661.0
25.0,10.0,29.4,-93.25,2,17700400060000,11679.0
26.4,175.0,29.4,-93.25,1,17700400060000,11692.0
22.3,4.5,29.4,-93.25,3,17700400060000,11910.0
24.9,4.8,29.4,-93.25,2,17700400060000,12411.0
27.8,38.0,29.4,-93.25,1,17700400060000,12414.0
26.0,65.0,29.4,-93.25,1,17700400060000,12416.0
24.8,4.3,29.4,-93.25,2,17700400060000,12438.0
24.5,24.0,29.4,-93.25,3,17700400060000,12737.0
24.3,21.0,29.4,-93.25,3,17700400060000,13116.0
24.0,16.0,29.4,-93.25,3,17700400060000,13129.0
23.7,26.0,29.4,-93.25,3,17700400060000,13135.0
24.8,8.5,29.4,-93.25,2,17700400060000,13139.0
23.5,34.0,29.4,-93.25,3,17700400060000,13175.0
24.0,45.0,29.4,-93.25,3,17700400060000,13183.0
23.3,28.0,29.4,-93.25,3,17700400060000,13184.0
