PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
16.5,0.1,28.58,-90.89,2,17711409940000,13225.0
16.9,0.9,28.58,-90.89,2,17711409940000,13238.0
24.5,16.0,28.58,-90.89,3,17711409940000,13244.0
18.5,3.1,28.58,-90.89,2,17711409940000,13252.0
23.1,23.0,28.58,-90.89,3,17711409940000,13442.0
18.2,2.8,28.58,-90.89,2,17711409940000,13443.0
20.7,9.3,28.58,-90.89,2,17711409940000,13446.0
24.6,44.0,28.58,-90.89,3,17711409940000,13450.0
22.6,9.0,28.58,-90.89,3,17711409940000,13454.0
25.7,75.0,28.58,-90.89,3,17711409940000,13460.0
25.5,81.0,28.58,-90.89,1,17711409940000,13466.0
19.2,2.2,28.58,-90.89,2,17711409940000,13477.0
23.9,14.0,28.58,-90.89,3,17711409940000,13718.0
19.2,1.0,28.58,-90.89,2,17711409940000,13721.0
17.5,1.1,28.58,-90.89,2,17711409940000,13725.0
23.8,40.0,28.58,-90.89,3,17711409940000,13726.0
12.4,0.1,28.58,-90.89,2,17711409940000,13728.0
16.4,2.2,28.58,-90.89,2,17711409940000,13733.0
15.1,0.1,28.58,-90.89,2,17711409940000,13744.0
27.7,170.0,28.58,-90.89,1,17711409940000,14137.0
17.1,0.1,28.58,-90.89,2,17711409940000,14653.0
26.8,185.0,28.58,-90.89,1,17711409940000,14672.0
25.2,130.0,28.58,-90.89,1,17711409940000,14673.0
25.2,125.0,28.58,-90.89,1,17711409940000,14675.0
23.2,61.0,28.58,-90.89,1,17711409940000,14692.0
24.3,78.0,28.58,-90.89,1,17711409940000,14694.0
23.7,46.0,28.58,-90.89,3,17711409940000,14696.0
22.0,22.0,28.58,-90.89,2,17711409940000,14698.0
25.1,48.0,28.58,-90.89,3,17711409940000,14701.0
25.8,150.0,28.58,-90.89,1,17711409940000,14706.0
25.3,67.0,28.58,-90.89,3,17711409940000,14708.0
15.4,1.2,28.58,-90.89,2,17711409940000,14710.0
25.8,200.0,28.58,-90.89,1,17711409940000,14807.0
26.4,240.0,28.58,-90.89,1,17711409940000,14810.0
24.7,170.0,28.58,-90.89,1,17711409940000,14812.0
25.1,210.0,28.58,-90.89,1,17711409940000,14815.0
26.1,220.0,28.58,-90.89,1,17711409940000,14817.0
19.9,4.1,28.58,-90.89,2,17711409940000,14819.0
20.7,9.8,28.58,-90.89,2,17711409940000,14820.0
17.8,1.3,28.58,-90.89,2,17711409940000,14825.0
23.4,9.1,28.58,-90.89,3,17711409940000,14826.0
24.2,71.0,28.58,-90.89,1,17711409940000,14829.0
20.7,8.2,28.58,-90.89,2,17711409940000,14831.0
23.8,90.0,28.58,-90.89,1,17711409940000,14833.0
18.8,3.2,28.58,-90.89,2,17711409940000,14838.0
17.3,2.5,28.58,-90.89,2,17711409940000,14841.0
18.2,3.0,28.58,-90.89,2,17711409940000,14846.0
25.6,31.0,28.58,-90.89,3,17711409940000,14848.0
25.0,170.0,28.58,-90.89,1,17711409940000,14853.0
27.1,360.0,28.58,-90.89,1,17711409940000,14858.0
24.7,130.0,28.58,-90.89,1,17711409940000,14864.0
26.6,245.0,28.58,-90.89,1,17711409940000,14869.0
25.5,36.0,28.58,-90.89,3,17711409940000,14872.0
17.6,0.6,28.58,-90.89,2,17711409940000,14877.0
24.8,63.0,28.58,-90.89,3,17711409940000,14883.0
20.1,8.3,28.58,-90.89,2,17711409940000,14884.0
19.7,5.7,28.58,-90.89,2,17711409940000,14886.0
19.4,5.3,28.58,-90.89,2,17711409940000,14890.0
18.6,2.7,28.58,-90.89,2,17711409940000,14899.0
18.1,6.0,28.58,-90.89,2,17711409940000,14900.0
20.1,7.4,28.58,-90.89,2,17711409940000,14901.0
15.6,0.9,28.58,-90.89,2,17711409940000,14909.0
24.2,51.0,28.58,-90.89,3,17711409940000,14911.0
24.8,52.0,28.58,-90.89,3,17711409940000,14913.0
25.9,120.0,28.58,-90.89,1,17711409940000,14914.0
15.2,0.2,28.58,-90.89,2,17711409940000,14915.0
19.5,9.9,28.58,-90.89,2,17711409940000,14929.0
23.9,105.0,28.58,-90.89,1,17711409940000,14935.0
24.3,140.0,28.58,-90.89,1,17711409940000,14938.0
24.3,120.0,28.58,-90.89,1,17711409940000,14940.0
24.4,135.0,28.58,-90.89,1,17711409940000,14943.0
18.5,1.4,28.58,-90.89,2,17711409940000,14948.0
24.4,68.0,28.58,-90.89,1,17711409940000,15361.0
25.9,84.0,28.58,-90.89,1,17711409940000,15362.0
26.2,110.0,28.58,-90.89,1,17711409940000,15363.0
25.5,77.0,28.58,-90.89,1,17711409940000,15364.0
23.8,61.0,28.58,-90.89,1,17711409940000,15366.0
20.6,8.7,28.58,-90.89,2,17711409940000,15370.0
24.7,60.0,28.58,-90.89,3,17711409940000,15557.0
24.4,79.0,28.58,-90.89,1,17711409940000,15564.0
19.7,7.1,28.58,-90.89,2,17711409940000,15620.0
21.6,9.4,28.58,-90.89,2,17711409940000,15665.0
16.4,6.3,28.58,-90.89,2,17711409940000,15700.0
19.2,7.0,28.58,-90.89,2,17711409940000,15705.0
22.9,24.0,28.58,-90.89,3,17711409940000,15708.0
