PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
25.2,48.0,28.37,-93.71,1,42711402890000,4521.0
17.6,0.8,28.37,-93.71,2,42711402890000,4539.5
30.7,900.0,28.37,-93.71,3,42711402890000,4547.0
31.5,440.0,28.37,-93.71,3,42711402890000,4552.0
18.8,5.9,28.37,-93.71,2,42711402890000,4556.0
23.0,36.0,28.37,-93.71,1,42711402890000,4566.0
22.0,18.0,28.37,-93.71,1,42711402890000,4577.0
27.7,75.0,28.37,-93.71,1,42711402890000,4713.0
27.9,77.0,28.37,-93.71,1,42711402890000,4714.0
24.8,56.0,28.37,-93.71,1,42711402890000,4715.0
25.2,90.0,28.37,-93.71,1,42711402890000,5180.0
18.4,3.6,28.37,-93.71,2,42711402890000,5187.5
25.2,37.0,28.37,-93.71,1,42711402890000,5238.0
29.6,610.0,28.37,-93.71,3,42711402890000,5251.5
27.9,360.0,28.37,-93.71,3,42711402890000,5257.5
19.8,9.3,28.37,-93.71,2,42711402890000,5271.5
27.6,310.0,28.37,-93.71,3,42711402890000,5278.0
17.4,1.9,28.37,-93.71,2,42711402890000,5287.0
19.6,6.9,28.37,-93.71,2,42711402890000,5295.0
27.2,125.0,28.37,-93.71,1,42711402890000,5305.0
27.9,255.0,28.37,-93.71,3,42711402890000,5307.0
19.7,7.1,28.37,-93.71,2,42711402890000,5435.0
