PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
19.8,5.6,28.19,-91.84,1,17710412250000,1651.0
18.3,0.2,28.19,-91.84,1,17710412250000,1720.0
19.2,4.8,28.19,-91.84,1,17710412250000,1775.0
32.9,2550.0,28.19,-91.84,3,17710412250000,2169.0
31.7,1400.0,28.19,-91.84,3,17710412250000,2173.0
19.5,4.3,28.19,-91.84,1,17710412250000,2200.0
19.0,4.1,28.19,-91.84,1,17710412250000,2258.0
19.6,5.1,28.19,-91.84,1,17710412250000,2262.0
20.5,7.5,28.19,-91.84,1,17710412250000,2268.0
18.7,3.9,28.19,-91.84,1,17710412250000,2269.0
18.5,0.7,28.19,-91.84,1,17710412250000,2270.0
19.0,5.1,28.19,-91.84,1,17710412250000,2270.0
19.9,6.8,28.19,-91.84,1,17710412250000,2271.0
19.4,5.8,28.19,-91.84,1,17710412250000,2272.0
20.3,8.1,28.19,-91.84,1,17710412250000,2273.0
33.6,2250.0,28.19,-91.84,3,17710412250000,2274.0
18.6,3.6,28.19,-91.84,1,17710412250000,2278.0
18.7,4.0,28.19,-91.84,1,17710412250000,2280.0
20.2,6.7,28.19,-91.84,1,17710412250000,2285.0
33.2,2600.0,28.19,-91.84,3,17710412250000,2290.0
30.9,1150.0,28.19,-91.84,3,17710412250000,2292.0
19.4,5.2,28.19,-91.84,1,17710412250000,2719.0
18.6,0.5,28.19,-91.84,1,17710412250000,2768.0
18.2,0.3,28.19,-91.84,1,17710412250000,2927.0
19.9,7.2,28.19,-91.84,1,17710412250000,2928.0
19.8,7.0,28.19,-91.84,1,17710412250000,2933.0
33.7,5100.0,28.19,-91.84,3,17710412250000,2966.0
19.9,6.7,28.19,-91.84,1,17710412250000,4809.0
19.2,5.4,28.19,-91.84,1,17710412250000,4811.0
20.5,8.3,28.19,-91.84,1,17710412250000,4812.0
24.8,55.0,28.19,-91.84,2,17710412250000,4813.0
20.4,7.4,28.19,-91.84,1,17710412250000,4814.0
28.8,750.0,28.19,-91.84,3,17710412250000,4816.0
30.4,1200.0,28.19,-91.84,3,17710412250000,4818.0
19.7,6.7,28.19,-91.84,1,17710412250000,5306.0
23.8,115.0,28.19,-91.84,2,17710412250000,5662.0
29.7,365.0,28.19,-91.84,3,17710412250000,5754.0
18.1,0.8,28.19,-91.84,1,17710412250000,5790.0
17.8,0.7,28.19,-91.84,1,17710412250000,5800.0
24.2,75.0,28.19,-91.84,2,17710412250000,5809.0
19.9,7.1,28.19,-91.84,1,17710412250000,5810.0
24.6,115.0,28.19,-91.84,2,17710412250000,5811.0
19.2,1.0,28.19,-91.84,1,17710412250000,5814.0
17.2,0.3,28.19,-91.84,1,17710412250000,5832.0
24.3,85.0,28.19,-91.84,2,17710412250000,5839.0
23.7,70.0,28.19,-91.84,2,17710412250000,5840.0
25.6,120.0,28.19,-91.84,2,17710412250000,5841.0
20.5,8.7,28.19,-91.84,1,17710412250000,5842.0
24.7,95.0,28.19,-91.84,2,17710412250000,5843.0
24.6,105.0,28.19,-91.84,2,17710412250000,5844.0
18.3,0.5,28.19,-91.84,1,17710412250000,5845.0
28.2,285.0,28.19,-91.84,3,17710412250000,5846.0
18.7,0.7,28.19,-91.84,1,17710412250000,5847.0
18.9,0.9,28.19,-91.84,1,17710412250000,5848.0
18.3,0.4,28.19,-91.84,1,17710412250000,5849.0
18.4,0.5,28.19,-91.84,1,17710412250000,5860.0
17.7,0.1,28.19,-91.84,1,17710412250000,5876.0
22.1,25.0,28.19,-91.84,2,17710412250000,5909.0
19.5,0.9,28.19,-91.84,1,17710412250000,5921.0
19.0,5.4,28.19,-91.84,1,17710412250000,5937.0
24.3,60.0,28.19,-91.84,2,17710412250000,5938.0
18.6,0.8,28.19,-91.84,1,17710412250000,5939.0
20.0,6.2,28.19,-91.84,1,17710412250000,5941.0
20.9,15.0,28.19,-91.84,1,17710412250000,5942.0
18.9,5.2,28.19,-91.84,1,17710412250000,5943.0
17.9,0.2,28.19,-91.84,1,17710412250000,5944.0
25.7,130.0,28.19,-91.84,2,17710412250000,5946.0
19.0,0.9,28.19,-91.84,1,17710412250000,5947.0
25.2,55.0,28.19,-91.84,2,17710412250000,5950.0
24.4,75.0,28.19,-91.84,2,17710412250000,5952.0
20.0,5.9,28.19,-91.84,1,17710412250000,5955.0
18.5,0.7,28.19,-91.84,1,17710412250000,5957.0
19.7,5.3,28.19,-91.84,1,17710412250000,6197.0
24.8,85.0,28.19,-91.84,2,17710412250000,6206.0
18.9,0.7,28.19,-91.84,1,17710412250000,6331.0
25.5,130.0,28.19,-91.84,2,17710412250000,6442.0
33.3,1100.0,28.19,-91.84,3,17710412250000,6443.0
33.5,1250.0,28.19,-91.84,3,17710412250000,6444.0
31.1,450.0,28.19,-91.84,3,17710412250000,6446.0
29.5,515.0,28.19,-91.84,3,17710412250000,6447.0
23.0,45.0,28.19,-91.84,2,17710412250000,6448.0
19.0,4.9,28.19,-91.84,1,17710412250000,6449.0
23.4,50.0,28.19,-91.84,2,17710412250000,6452.0
31.3,1050.0,28.19,-91.84,3,17710412250000,6458.0
18.7,0.7,28.19,-91.84,1,17710412250000,6458.0
18.7,0.4,28.19,-91.84,1,17710412250000,6460.0
18.9,0.6,28.19,-91.84,1,17710412250000,6462.0
19.1,0.8,28.19,-91.84,1,17710412250000,6463.0
20.3,8.2,28.19,-91.84,1,17710412250000,6468.0
18.6,0.5,28.19,-91.84,1,17710412250000,6685.0
19.0,0.6,28.19,-91.84,1,17710412250000,6690.0
20.2,7.0,28.19,-91.84,1,17710412250000,6692.0
23.3,20.0,28.19,-91.84,2,17710412250000,6692.0
17.8,0.4,28.19,-91.84,1,17710412250000,6697.0
18.9,0.6,28.19,-91.84,1,17710412250000,6700.0
