PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
18.5,1.3,28.57,-95.57,2,42704401790000,7806.0
20.5,2.0,28.57,-95.57,2,42704401790000,7879.0
28.9,225.0,28.57,-95.57,1,42704401790000,8224.0
19.8,0.1,28.57,-95.57,3,42704401790000,8418.0
19.3,1.2,28.57,-95.57,2,42704401790000,8430.0
26.1,155.0,28.57,-95.57,1,42704401790000,8434.0
22.5,3.9,28.57,-95.57,2,42704401790000,8436.0
28.9,190.0,28.57,-95.57,1,42704401790000,8438.0
18.9,0.1,28.57,-95.57,3,42704401790000,8440.0
28.7,220.0,28.57,-95.57,1,42704401790000,8442.0
29.5,240.0,28.57,-95.57,1,42704401790000,8444.0
22.5,4.8,28.57,-95.57,2,42704401790000,8446.0
21.8,2.7,28.57,-95.57,2,42704401790000,8448.0
19.8,0.5,28.57,-95.57,2,42704401790000,8656.0
23.3,5.3,28.57,-95.57,2,42704401790000,8700.0
23.4,16.0,28.57,-95.57,2,42704401790000,9272.0
16.8,0.1,28.57,-95.57,3,42704401790000,9276.0
16.9,0.1,28.57,-95.57,3,42704401790000,9317.0
17.4,0.1,28.57,-95.57,3,42704401790000,9317.0
17.5,0.1,28.57,-95.57,3,42704401790000,9356.0
16.1,0.1,28.57,-95.57,3,42704401790000,9375.0
20.0,1.0,28.57,-95.57,2,42704401790000,9476.0
29.9,135.0,28.57,-95.57,1,42704401790000,9482.0
30.9,165.0,28.57,-95.57,1,42704401790000,9486.0
28.9,105.0,28.57,-95.57,1,42704401790000,9490.0
27.2,58.0,28.57,-95.57,1,42704401790000,9497.0
26.6,38.0,28.57,-95.57,1,42704401790000,9502.0
20.6,5.9,28.57,-95.57,2,42704401790000,9508.0
15.9,0.1,28.57,-95.57,3,42704401790000,9532.0
17.1,0.1,28.57,-95.57,3,42704401790000,9540.0
16.3,0.1,28.57,-95.57,3,42704401790000,9551.0
16.9,0.1,28.57,-95.57,3,42704401790000,9572.0
20.2,6.1,28.57,-95.57,2,42704401790000,9768.0
19.6,0.3,28.57,-95.57,2,42704401790000,9772.0
17.8,0.1,28.57,-95.57,3,42704401790000,9776.0
17.0,0.1,28.57,-95.57,3,42704401790000,9785.0
22.3,6.0,28.57,-95.57,2,42704401790000,9796.0
22.2,12.0,28.57,-95.57,2,42704401790000,9798.0
23.0,16.0,28.57,-95.57,2,42704401790000,9801.0
