PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
34.4,1570.0,28.29,-94.57,1,42706402410000,3712.0
29.7,320.0,28.29,-94.57,3,42706402410000,3943.0
20.6,4.1,28.29,-94.57,2,42706402410000,3946.0
21.4,3.4,28.29,-94.57,2,42706402410000,3951.0
30.5,120.0,28.29,-94.57,3,42706402410000,3959.0
23.8,13.0,28.29,-94.57,2,42706402410000,3965.0
20.4,3.0,28.29,-94.57,2,42706402410000,3970.0
24.4,12.0,28.29,-94.57,2,42706402410000,3974.0
24.7,19.0,28.29,-94.57,2,42706402410000,3978.0
33.4,1140.0,28.29,-94.57,1,42706402410000,3985.0
23.6,5.6,28.29,-94.57,2,42706402410000,4583.0
27.4,65.0,28.29,-94.57,2,42706402410000,4584.0
26.3,31.0,28.29,-94.57,2,42706402410000,4585.0
26.0,40.0,28.29,-94.57,2,42706402410000,4586.0
28.2,400.0,28.29,-94.57,3,42706402410000,4587.0
27.5,85.0,28.29,-94.57,2,42706402410000,4588.0
33.6,1660.0,28.29,-94.57,1,42706402410000,4589.0
32.9,1290.0,28.29,-94.57,1,42706402410000,4591.0
32.5,1000.0,28.29,-94.57,1,42706402410000,4593.0
33.1,1200.0,28.29,-94.57,1,42706402410000,4595.0
33.0,1180.0,28.29,-94.57,1,42706402410000,4597.0
30.8,570.0,28.29,-94.57,3,42706402410000,4599.0
28.6,310.0,28.29,-94.57,3,42706402410000,4600.0
24.5,13.0,28.29,-94.57,2,42706402410000,4601.0
32.0,960.0,28.29,-94.57,1,42706402410000,4602.0
33.5,1260.0,28.29,-94.57,1,42706402410000,4604.0
21.7,1.2,28.29,-94.57,2,42706402410000,4606.0
28.1,170.0,28.29,-94.57,2,42706402410000,4607.0
25.0,42.0,28.29,-94.57,2,42706402410000,4608.0
20.9,1.3,28.29,-94.57,2,42706402410000,4609.0
32.7,330.0,28.29,-94.57,3,42706402410000,4610.0
32.1,960.0,28.29,-94.57,1,42706402410000,4611.0
27.1,110.0,28.29,-94.57,2,42706402410000,4613.0
31.6,260.0,28.29,-94.57,3,42706402410000,4617.0
31.9,890.0,28.29,-94.57,1,42706402410000,4619.0
30.2,71.0,28.29,-94.57,3,42706402410000,4629.0
30.7,80.0,28.29,-94.57,3,42706402410000,4635.0
33.0,1030.0,28.29,-94.57,1,42706402410000,4637.0
29.0,160.0,28.29,-94.57,3,42706402410000,4649.0
27.1,55.0,28.29,-94.57,2,42706402410000,4754.0
19.4,1.0,28.29,-94.57,2,42706402410000,5056.0
22.0,3.7,28.29,-94.57,2,42706402410000,5060.5
