PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
34.1,410.0,29.29,-88.64,2,17725404150000,514.0
31.3,1800.0,29.29,-88.64,2,17725404150000,615.0
34.2,500.0,29.29,-88.64,2,17725404150000,618.0
31.3,2500.0,29.29,-88.64,2,17725404150000,624.0
36.5,2700.0,29.29,-88.64,2,17725404150000,630.0
31.1,75.0,29.29,-88.64,1,17725404150000,635.0
34.3,2200.0,29.29,-88.64,2,17725404150000,638.0
31.6,1500.0,29.29,-88.64,2,17725404150000,645.0
28.1,8.6,29.29,-88.64,1,17725404150000,660.0
27.0,30.0,29.29,-88.64,1,17725404150000,703.0
35.3,2400.0,29.29,-88.64,2,17725404150000,708.0
34.0,2800.0,29.29,-88.64,2,17725404150000,714.0
35.8,2900.0,29.29,-88.64,2,17725404150000,718.0
35.8,3000.0,29.29,-88.64,2,17725404150000,724.0
35.2,3200.0,29.29,-88.64,2,17725404150000,730.0
26.4,20.0,29.29,-88.64,1,17725404150000,743.0
34.8,1900.0,29.29,-88.64,2,17725404150000,746.0
25.5,8.2,29.29,-88.64,1,17725404150000,752.0
26.2,7.5,29.29,-88.64,1,17725404150000,760.0
29.2,9.7,29.29,-88.64,1,17725404150000,970.0
30.4,1880.0,29.29,-88.64,2,17725404150000,983.0
28.9,2440.0,29.29,-88.64,2,17725404150000,986.0
31.8,1250.0,29.29,-88.64,2,17725404150000,1008.0
30.5,3000.0,29.29,-88.64,2,17725404150000,1013.0
30.9,2100.0,29.29,-88.64,2,17725404150000,1030.0
27.5,9.9,29.29,-88.64,1,17725404150000,1110.0
27.7,8.8,29.29,-88.64,1,17725404150000,1117.0
31.2,2180.0,29.29,-88.64,2,17725404150000,1124.0
35.4,2430.0,29.29,-88.64,2,17725404150000,1130.0
31.8,2510.0,29.29,-88.64,2,17725404150000,1148.0
30.7,2090.0,29.29,-88.64,2,17725404150000,1150.0
34.8,2200.0,29.29,-88.64,2,17725404150000,1156.0
32.9,990.0,29.29,-88.64,2,17725404150000,1167.0
27.1,7.9,29.29,-88.64,1,17725404150000,1252.0
33.8,1600.0,29.29,-88.64,2,17725404150000,1419.0
29.6,120.0,29.29,-88.64,1,17725404150000,1430.0
26.9,7.7,29.29,-88.64,1,17725404150000,1589.0
29.8,20.0,29.29,-88.64,1,17725404150000,1592.0
27.3,8.9,29.29,-88.64,1,17725404150000,1706.0
27.4,4.8,29.29,-88.64,1,17725404150000,1897.5
27.1,3.9,29.29,-88.64,1,17725404150000,1921.0
25.3,4.1,29.29,-88.64,1,17725404150000,1922.5
27.1,3.1,29.29,-88.64,1,17725404150000,2111.0
28.9,15.0,29.29,-88.64,1,17725404150000,2118.0
27.2,7.1,29.29,-88.64,1,17725404150000,2122.5
24.6,5.5,29.29,-88.64,1,17725404150000,2278.9
30.8,1010.0,29.29,-88.64,2,17725404150000,2360.0
33.3,1480.0,29.29,-88.64,2,17725404150000,2365.0
29.8,3500.0,29.29,-88.64,2,17725404150000,2377.0
28.8,3350.0,29.29,-88.64,2,17725404150000,2384.9
25.7,5.9,29.29,-88.64,1,17725404150000,2396.5
29.9,1750.0,29.29,-88.64,2,17725404150000,2405.0
25.2,2.8,29.29,-88.64,1,17725404150000,2492.0
26.1,3.8,29.29,-88.64,1,17725404150000,2496.0
24.0,2.2,29.29,-88.64,1,17725404150000,2562.0
19.5,1.9,29.29,-88.64,3,17725404150000,2563.5
17.2,8.8,29.29,-88.64,3,17725404150000,2569.5
25.9,7.9,29.29,-88.64,1,17725404150000,2573.0
26.6,9.1,29.29,-88.64,1,17725404150000,2573.5
18.5,2.1,29.29,-88.64,3,17725404150000,2580.5
14.1,1.3,29.29,-88.64,3,17725404150000,2584.0
19.2,2.5,29.29,-88.64,3,17725404150000,2584.5
16.2,1.5,29.29,-88.64,3,17725404150000,2596.0
20.7,4.5,29.29,-88.64,3,17725404150000,2598.5
19.8,4.6,29.29,-88.64,3,17725404150000,2604.0
15.2,1.1,29.29,-88.64,3,17725404150000,2605.5
