PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
23.5,18.0,28.15,-98.46,1,42311300130000,2873.0
32.9,710.0,28.15,-98.46,3,42311300130000,2911.0
20.4,9.8,28.15,-98.46,1,42311300130000,4124.0
24.7,89.0,28.15,-98.46,2,42311300130000,5551.0
22.8,35.0,28.15,-98.46,1,42311300130000,5648.0
26.7,167.0,28.15,-98.46,3,42311300130000,6947.0
26.8,208.0,28.15,-98.46,3,42311300130000,6948.0
26.0,219.0,28.15,-98.46,3,42311300130000,6949.0
27.4,217.0,28.15,-98.46,3,42311300130000,6950.0
24.6,109.0,28.15,-98.46,3,42311300130000,6950.5
26.9,277.0,28.15,-98.46,3,42311300130000,6951.0
28.2,268.0,28.15,-98.46,3,42311300130000,6952.0
27.2,213.0,28.15,-98.46,3,42311300130000,6953.0
27.5,197.0,28.15,-98.46,3,42311300130000,6954.0
27.2,187.0,28.15,-98.46,3,42311300130000,6956.0
26.9,259.0,28.15,-98.46,3,42311300130000,6957.0
26.4,263.0,28.15,-98.46,3,42311300130000,6958.0
26.6,139.0,28.15,-98.46,3,42311300130000,6959.0
28.0,188.0,28.15,-98.46,3,42311300130000,6960.0
27.6,241.0,28.15,-98.46,3,42311300130000,6961.0
26.8,277.0,28.15,-98.46,3,42311300130000,6962.0
26.9,203.0,28.15,-98.46,3,42311300130000,6963.0
27.1,218.0,28.15,-98.46,3,42311300130000,6964.0
28.5,197.0,28.15,-98.46,3,42311300130000,6965.0
26.7,119.0,28.15,-98.46,2,42311300130000,6966.0
24.0,96.0,28.15,-98.46,2,42311300130000,6967.0
25.8,90.0,28.15,-98.46,2,42311300130000,6968.0
27.5,102.0,28.15,-98.46,2,42311300130000,6969.0
27.0,187.0,28.15,-98.46,3,42311300130000,6970.0
23.9,139.0,28.15,-98.46,3,42311300130000,6971.0
24.8,127.0,28.15,-98.46,3,42311300130000,6972.0
26.2,202.0,28.15,-98.46,3,42311300130000,6973.0
26.1,231.0,28.15,-98.46,3,42311300130000,6974.0
22.6,41.0,28.15,-98.46,1,42311300130000,6975.0
26.5,188.0,28.15,-98.46,3,42311300130000,6976.0
26.0,203.0,28.15,-98.46,3,42311300130000,6977.0
25.8,175.0,28.15,-98.46,3,42311300130000,6978.0
24.6,169.0,28.15,-98.46,3,42311300130000,6979.0
27.6,186.0,28.15,-98.46,3,42311300130000,6980.0
24.4,87.0,28.15,-98.46,2,42311300130000,6981.0
25.2,116.0,28.15,-98.46,3,42311300130000,6982.0
17.6,8.9,28.15,-98.46,1,42311300130000,6983.0
26.5,150.0,28.15,-98.46,3,42311300130000,6993.0
26.8,171.0,28.15,-98.46,3,42311300130000,7001.0
