PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
24.9,89.0,27.28,-97.92,3,42273314490000,2365.0
26.3,142.0,27.28,-97.92,3,42273314490000,2687.0
25.3,115.0,27.28,-97.92,3,42273314490000,2688.0
23.6,38.0,27.28,-97.92,2,42273314490000,2811.0
23.0,28.0,27.28,-97.92,2,42273314490000,2818.0
19.2,4.1,27.28,-97.92,1,42273314490000,2930.0
18.2,0.8,27.28,-97.92,1,42273314490000,2995.0
19.7,8.9,27.28,-97.92,1,42273314490000,3005.0
28.6,243.0,27.28,-97.92,3,42273314490000,3018.0
29.9,410.0,27.28,-97.92,3,42273314490000,3030.0
27.8,190.0,27.28,-97.92,3,42273314490000,3042.0
24.4,52.0,27.28,-97.92,2,42273314490000,3060.0
23.4,41.0,27.28,-97.92,2,42273314490000,3100.0
25.2,98.0,27.28,-97.92,3,42273314490000,3111.0
23.9,42.0,27.28,-97.92,2,42273314490000,3191.0
23.2,36.0,27.28,-97.92,2,42273314490000,3201.0
25.3,110.0,27.28,-97.92,3,42273314490000,3215.0
26.4,131.0,27.28,-97.92,3,42273314490000,3232.0
27.3,168.0,27.28,-97.92,3,42273314490000,3250.0
29.3,214.0,27.28,-97.92,3,42273314490000,3255.0
18.9,3.7,27.28,-97.92,1,42273314490000,3290.0
27.8,172.0,27.28,-97.92,3,42273314490000,3300.0
21.3,18.0,27.28,-97.92,2,42273314490000,3424.0
20.9,11.0,27.28,-97.92,1,42273314490000,3428.0
19.7,6.3,27.28,-97.92,1,42273314490000,3432.0
25.2,136.0,27.28,-97.92,3,42273314490000,3558.0
24.2,31.0,27.28,-97.92,2,42273314490000,3672.0
24.2,62.0,27.28,-97.92,2,42273314490000,3779.0
25.8,110.0,27.28,-97.92,3,42273314490000,3781.0
23.6,32.0,27.28,-97.92,2,42273314490000,3815.0
24.2,48.0,27.28,-97.92,2,42273314490000,3819.0
24.9,77.0,27.28,-97.92,3,42273314490000,3868.0
23.8,36.0,27.28,-97.92,2,42273314490000,3955.0
19.3,4.8,27.28,-97.92,1,42273314490000,4070.0
20.7,15.0,27.28,-97.92,1,42273314490000,4080.0
18.6,3.9,27.28,-97.92,1,42273314490000,4421.0
19.3,8.7,27.28,-97.92,1,42273314490000,4429.0
22.4,36.0,27.28,-97.92,2,42273314490000,4450.0
24.1,36.0,27.28,-97.92,2,42273314490000,4486.0
19.1,3.1,27.28,-97.92,1,42273314490000,4585.0
19.7,6.6,27.28,-97.92,1,42273314490000,4681.0
19.0,2.1,27.28,-97.92,1,42273314490000,4690.0
23.8,36.0,27.28,-97.92,2,42273314490000,4931.0
22.4,28.0,27.28,-97.92,2,42273314490000,4978.0
24.2,60.0,27.28,-97.92,2,42273314490000,5045.0
22.9,31.0,27.28,-97.92,2,42273314490000,5111.0
26.9,162.0,27.28,-97.92,3,42273314490000,5170.0
22.1,28.0,27.28,-97.92,2,42273314490000,5180.0
23.6,32.0,27.28,-97.92,2,42273314490000,5187.0
21.9,18.0,27.28,-97.92,2,42273314490000,5189.0
24.2,49.0,27.28,-97.92,2,42273314490000,5240.0
23.0,28.0,27.28,-97.92,2,42273314490000,5245.0
24.8,112.0,27.28,-97.92,3,42273314490000,5250.0
22.5,42.0,27.28,-97.92,2,42273314490000,5462.0
21.4,22.0,27.28,-97.92,2,42273314490000,5468.0
26.7,160.0,27.28,-97.92,3,42273314490000,5500.0
24.0,74.0,27.28,-97.92,2,42273314490000,5505.0
26.3,132.0,27.28,-97.92,3,42273314490000,5539.0
21.7,24.0,27.28,-97.92,2,42273314490000,5542.0
23.7,48.0,27.28,-97.92,2,42273314490000,5623.0
23.7,56.0,27.28,-97.92,2,42273314490000,5630.0
19.5,6.2,27.28,-97.92,1,42273314490000,5635.0
21.4,19.0,27.28,-97.92,2,42273314490000,5745.0
19.8,8.9,27.28,-97.92,1,42273314490000,5970.0
23.6,16.0,27.28,-97.92,2,42273314490000,6069.0
19.3,4.2,27.28,-97.92,1,42273314490000,6085.0
19.6,6.4,27.28,-97.92,1,42273314490000,6095.0
23.4,52.0,27.28,-97.92,2,42273314490000,6115.0
22.9,46.0,27.28,-97.92,2,42273314490000,6125.0
23.1,40.0,27.28,-97.92,2,42273314490000,6132.0
22.6,54.0,27.28,-97.92,2,42273314490000,6139.0
21.9,27.0,27.28,-97.92,2,42273314490000,6173.0
21.0,14.0,27.28,-97.92,1,42273314490000,6180.0
23.7,50.0,27.28,-97.92,2,42273314490000,6185.0
23.4,41.0,27.28,-97.92,2,42273314490000,6195.0
19.4,6.2,27.28,-97.92,1,42273314490000,6295.0
23.5,58.0,27.28,-97.92,2,42273314490000,6300.0
23.5,58.0,27.28,-97.92,2,42273314490000,6302.0
23.6,40.0,27.28,-97.92,2,42273314490000,6307.0
19.2,3.8,27.28,-97.92,1,42273314490000,6320.0
20.1,12.0,27.28,-97.92,1,42273314490000,6419.0
18.6,1.9,27.28,-97.92,1,42273314490000,6422.0
21.7,28.0,27.28,-97.92,2,42273314490000,6439.0
18.6,2.9,27.28,-97.92,1,42273314490000,6460.0
20.4,12.0,27.28,-97.92,1,42273314490000,6482.0
18.8,2.4,27.28,-97.92,1,42273314490000,6486.0
21.4,25.0,27.28,-97.92,2,42273314490000,6542.0
22.3,28.0,27.28,-97.92,2,42273314490000,6545.0
24.2,48.0,27.28,-97.92,2,42273314490000,6685.0
19.5,8.6,27.28,-97.92,1,42273314490000,6687.0
23.9,36.0,27.28,-97.92,2,42273314490000,6741.0
23.8,55.0,27.28,-97.92,2,42273314490000,6746.0
19.8,9.6,27.28,-97.92,1,42273314490000,6756.0
24.8,79.0,27.28,-97.92,3,42273314490000,6768.0
25.0,101.0,27.28,-97.92,3,42273314490000,6769.0
24.2,71.0,27.28,-97.92,2,42273314490000,6782.0
23.1,43.0,27.28,-97.92,2,42273314490000,6792.0
22.5,23.0,27.28,-97.92,2,42273314490000,6801.0
22.2,19.0,27.28,-97.92,2,42273314490000,6851.0
23.9,60.0,27.28,-97.92,2,42273314490000,6857.0
22.4,24.0,27.28,-97.92,2,42273314490000,6862.0
24.2,61.0,27.28,-97.92,2,42273314490000,6911.0
23.5,49.0,27.28,-97.92,2,42273314490000,6918.0
23.8,42.0,27.28,-97.92,2,42273314490000,6921.0
21.8,18.0,27.28,-97.92,2,42273314490000,7012.0
