PORO,PERM,SURFACE_LATITUDE,SURFACE_LONGITUDE,CLASS,UWI,INTERVAL_DEPTH
19.3,11.0,33.24,-93.51,1,3073103290000,5021.0
20.1,13.0,33.24,-93.51,1,3073103290000,5022.0
18.6,8.6,33.24,-93.51,1,3073103290000,5023.0
20.6,34.0,33.24,-93.51,2,3073103290000,6683.0
21.3,48.0,33.24,-93.51,2,3073103290000,6684.0
21.8,56.0,33.24,-93.51,2,3073103290000,6685.0
20.2,41.0,33.24,-93.51,2,3073103290000,6686.0
20.2,16.0,33.24,-93.51,1,3073103290000,6784.0
21.4,21.0,33.24,-93.51,3,3073103290000,6785.0
21.3,23.0,33.24,-93.51,3,3073103290000,6786.0
21.9,24.0,33.24,-93.51,3,3073103290000,6787.0
20.8,19.0,33.24,-93.51,1,3073103290000,6788.0
19.3,8.1,33.24,-93.51,1,3073103290000,6789.0
19.7,10.0,33.24,-93.51,1,3073103290000,6790.0
20.7,6.8,33.24,-93.51,3,3073103290000,7078.0
19.0,8.4,33.24,-93.51,1,3073103290000,7079.0
19.1,13.0,33.24,-93.51,1,3073103290000,7081.0
19.6,17.0,33.24,-93.51,1,3073103290000,7085.0
18.4,8.5,33.24,-93.51,1,3073103290000,7087.0
17.6,4.6,33.24,-93.51,1,3073103290000,7088.0
18.2,8.3,33.24,-93.51,1,3073103290000,7090.0
21.3,34.0,33.24,-93.51,3,3073103290000,7145.0
17.3,3.8,33.24,-93.51,1,3073103290000,7148.0
19.6,12.0,33.24,-93.51,1,3073103290000,7149.0
20.1,16.0,33.24,-93.51,1,3073103290000,7150.0
17.9,9.8,33.24,-93.51,1,3073103290000,7152.0
21.3,43.0,33.24,-93.51,2,3073103290000,7157.0
21.6,51.0,33.24,-93.51,2,3073103290000,7158.0
20.9,20.0,33.24,-93.51,1,3073103290000,7159.0
21.2,28.0,33.24,-93.51,3,3073103290000,7160.0
21.4,31.0,33.24,-93.51,3,3073103290000,7161.0
21.3,78.0,33.24,-93.51,2,3073103290000,7317.0
20.7,43.0,33.24,-93.51,2,3073103290000,7318.0
21.0,56.0,33.24,-93.51,2,3073103290000,7319.0
21.4,63.0,33.24,-93.51,2,3073103290000,7320.0
21.6,74.0,33.24,-93.51,2,3073103290000,7321.0
20.9,53.0,33.24,-93.51,2,3073103290000,7322.0
19.8,38.0,33.24,-93.51,2,3073103290000,7323.0
20.3,41.0,33.24,-93.51,2,3073103290000,7324.0
20.5,39.0,33.24,-93.51,2,3073103290000,7325.0
19.7,25.0,33.24,-93.51,3,3073103290000,7326.0
19.4,32.0,33.24,-93.51,2,3073103290000,7327.0
19.8,38.0,33.24,-93.51,2,3073103290000,7328.0
21.4,51.0,33.24,-93.51,2,3073103290000,7329.0
21.3,46.0,33.24,-93.51,2,3073103290000,7330.0
20.7,53.0,33.24,-93.51,2,3073103290000,7331.0
18.4,8.3,33.24,-93.51,1,3073103290000,7443.0
18.6,9.6,33.24,-93.51,1,3073103290000,7444.0
17.0,3.8,33.24,-93.51,1,3073103290000,7449.0
17.3,4.7,33.24,-93.51,1,3073103290000,7450.0
18.1,8.1,33.24,-93.51,1,3073103290000,7451.0
18.4,12.0,33.24,-93.51,1,3073103290000,7452.0
19.7,38.0,33.24,-93.51,2,3073103290000,7703.0
20.3,43.0,33.24,-93.51,2,3073103290000,7704.0
20.7,56.0,33.24,-93.51,2,3073103290000,7706.0
17.1,44.0,33.24,-93.51,3,3073103290000,7707.0
21.0,54.0,33.24,-93.51,2,3073103290000,7708.0
21.3,61.0,33.24,-93.51,2,3073103290000,7709.0
20.4,38.0,33.24,-93.51,2,3073103290000,7710.0
19.8,34.0,33.24,-93.51,2,3073103290000,7711.0
18.2,18.0,33.24,-93.51,3,3073103290000,7741.0
18.6,31.0,33.24,-93.51,2,3073103290000,7742.0
17.9,24.0,33.24,-93.51,3,3073103290000,7744.0
17.4,19.0,33.24,-93.51,3,3073103290000,7746.0
18.5,38.0,33.24,-93.51,3,3073103290000,7926.0
19.3,43.0,33.24,-93.51,2,3073103290000,7927.0
19.7,54.0,33.24,-93.51,2,3073103290000,7928.0
19.0,45.0,33.24,-93.51,2,3073103290000,7929.0
20.2,51.0,33.24,-93.51,2,3073103290000,7930.0
19.2,26.0,33.24,-93.51,2,3073103290000,7931.0
18.9,23.0,33.24,-93.51,3,3073103290000,7932.0
19.4,29.0,33.24,-93.51,2,3073103290000,7933.0
19.37,38.0,33.24,-93.51,2,3073103290000,7934.0
20.2,41.0,33.24,-93.51,2,3073103290000,7935.0
19.1,36.0,33.24,-93.51,2,3073103290000,7936.0
19.3,38.0,33.24,-93.51,2,3073103290000,7937.0
18.9,24.0,33.24,-93.51,3,3073103290000,7938.0
14.9,4.6,33.24,-93.51,1,3073103290000,8028.0
17.3,8.3,33.24,-93.51,1,3073103290000,8128.0
17.8,9.4,33.24,-93.51,1,3073103290000,8131.0
18.0,8.9,33.24,-93.51,1,3073103290000,8132.0
18.1,10.0,33.24,-93.51,1,3073103290000,8133.0
17.5,9.8,33.24,-93.51,1,3073103290000,8135.0
